date,num1,num2,num3,num4,num5,num6,num7,temp,temp_diff,pressure,pressure_diff,humidity,humidity_diff,moon_age,moon_sin,moon_cos
2002/2/7,6,11,20,23,24,31,17,12.3,1.2,1004.7,-6.4,38,-15,24.76,-0.85,0.53
2002/2/14,1,10,11,13,19,20,3,7.5,-0.4,1017.1,2.8,20,-14,2.23,0.46,0.89
2002/2/21,10,12,24,29,33,37,34,13.3,1.9,1018.6,1.1,54,13,9.23,0.92,-0.38
2002/2/28,1,6,15,19,27,36,25,11.5,-1.7,1011.2,-3.2,78,29,16.23,-0.31,-0.95
2002/3/7,3,14,27,28,40,43,39,12,-0.2,1003.8,14.4,30,-51,23.23,-0.97,0.23
2002/3/14,2,4,9,19,23,31,18,16.4,2.8,1008,-8.3,43,10,0.7,0.15,0.99
2002/3/21,1,10,12,16,20,35,29,18.6,2.6,999.1,-13.4,58,21,7.7,1,-0.07
2002/3/28,5,10,15,28,37,38,13,12.6,0.9,1016.5,19.1,42,-34,14.7,0.01,-1
2002/4/4,5,14,23,32,33,43,37,16.3,-4.6,1003.2,9.2,17,-39,21.7,-1,-0.1
2002/4/11,20,22,27,32,36,43,23,16.1,2.7,1012.8,0.1,56,-8,28.7,-0.18,0.98
2002/4/18,1,4,12,16,19,34,18,17.1,-6.4,1009.4,11.9,46,-22,6.17,0.97,0.26
2002/4/25,1,11,15,23,26,27,41,13.3,-8.6,1013,6.8,80,29,13.17,0.33,-0.94
2002/5/2,10,12,19,25,26,39,28,19,0.4,1020,10,36,-29,20.17,-0.91,-0.41
2002/5/9,1,16,21,28,35,37,30,15,-8.4,1016.5,11.4,67,-3,27.17,-0.48,0.88
2002/5/16,17,19,26,28,35,37,40,15.4,-4.2,1013,4.3,65,6,4.63,0.83,0.55
2002/5/23,5,13,18,22,23,32,28,20.4,-1.4,998,-4.5,70,15,11.63,0.62,-0.79
2002/5/30,3,7,16,24,29,36,26,23.6,0.7,1004.8,-3.5,66,10,18.63,-0.73,-0.68
2002/6/6,3,8,12,36,39,41,10,24.4,-0.5,1009.1,2.8,40,-11,25.63,-0.74,0.68
2002/6/13,5,6,8,20,21,26,30,19.9,1.5,1001.7,-2.6,82,2,3.1,0.61,0.79
2002/6/20,3,13,23,30,35,43,21,20.8,-4.4,1001.7,-2.8,86,38,10.1,0.84,-0.55
2002/6/27,13,15,17,18,30,32,9,16.2,-1,1011.7,2.4,86,4,17.1,-0.48,-0.88
2002/7/4,13,15,17,26,41,43,6,29,3.2,1009.4,0.8,68,-9,24.1,-0.91,0.4
2002/7/11,5,17,20,24,28,40,16,30.9,3.9,988.6,-0.1,52,-33,1.57,0.33,0.94
2002/7/18,10,23,33,36,37,41,28,29.7,1.8,1004.7,6.6,63,-3,8.57,0.97,-0.25
2002/7/25,11,16,17,18,29,40,9,28.9,1.3,1004.9,-2,73,8,15.57,-0.17,-0.99
2002/8/1,2,3,12,15,25,27,33,33.6,2,1000.4,-4.4,58,-6,22.57,-1,0.09
2002/8/8,1,13,15,34,36,43,37,31.4,-0.5,1003.3,-0.7,56,-5,0.04,0.01,1
2002/8/15,4,10,17,34,35,42,43,31.2,0.5,1002.6,-1.8,57,1,7.04,1,0.07
2002/8/22,7,16,34,37,38,39,8,24.2,-3.1,1006.6,5.7,52,17,14.04,0.15,-0.99
2002/8/29,5,9,12,28,29,39,27,30,-0.6,1009.5,-1.6,66,7,21.04,-0.97,-0.23
2002/9/5,6,8,11,14,31,33,23,27.3,-2.8,1009.8,0.8,66,7,28.04,-0.31,0.95
2002/9/12,21,27,29,30,36,40,23,29.6,1.2,1004,-3.9,59,-6,5.51,0.92,0.39
2002/9/19,4,5,18,27,35,36,41,23.4,-2.3,1017.7,4.6,40,2,12.51,0.46,-0.89
2002/9/26,1,16,17,27,29,34,39,20.8,-1.7,1020.8,4.9,53,3,19.51,-0.85,-0.53
2002/10/3,1,11,17,26,28,35,12,24.6,-1.6,1010.6,5.6,62,13,26.51,-0.6,0.8
2002/10/10,1,9,14,22,25,34,18,20.9,1.4,1018,-0.3,32,-24,3.98,0.75,0.66
2002/10/17,8,11,21,22,25,27,26,21.8,-1.2,1015.3,6.2,67,30,10.98,0.72,-0.69
2002/10/24,4,5,11,12,28,32,37,15.5,-1.4,1015.4,3.8,77,19,17.98,-0.63,-0.77
2002/10/31,9,22,23,25,34,37,8,15.7,1,1019.7,1.2,57,24,24.98,-0.82,0.57
2002/11/7,2,5,12,18,30,41,24,11.9,-0.5,1017.7,-5,54,19,2.45,0.5,0.87
2002/11/14,5,6,8,19,37,41,9,13.3,-2.8,1006.2,5.1,39,0,9.45,0.9,-0.43
2002/11/21,11,15,21,31,32,43,24,15.6,3.1,1014.4,-6.8,44,-16,16.45,-0.35,-0.94
2002/11/28,16,18,23,25,29,30,41,11.2,-2,1017.6,15.1,32,11,23.45,-0.96,0.27
2002/12/5,3,17,27,29,30,42,6,17.2,8.2,1008.1,4.5,60,-29,0.92,0.19,0.98
2002/12/12,7,13,14,29,38,42,9,8.5,0.6,1013.3,-0.5,46,4,7.92,0.99,-0.11
2002/12/19,8,9,11,27,37,39,18,10.5,0.8,1017.6,3.9,65,17,14.92,-0.03,-1
2002/12/26,8,10,15,16,26,31,42,6.2,-3,1008.2,9.1,27,-32,21.92,-1,-0.05
2003/1/9,5,7,19,20,38,43,4,8.1,0.3,1014.4,-6.6,53,24,6.39,0.98,0.21
2003/1/16,9,13,21,30,32,37,20,7.5,4.2,1019.9,0.7,56,23,13.39,0.29,-0.96
2003/1/23,3,4,11,12,15,30,17,4.1,-3.8,987.3,-21.5,81,52,20.39,-0.93,-0.37
2003/1/30,15,18,22,25,36,40,14,5.8,3.4,1012.2,13,25,11,27.39,-0.44,0.9
2003/2/6,3,8,10,22,28,41,35,6.6,0.3,1017.3,6.7,25,-30,4.86,0.86,0.51
2003/2/13,19,20,21,25,33,42,41,9.6,2.7,1011.6,-0.7,44,18,11.86,0.58,-0.81
2003/2/20,14,21,26,28,29,31,8,8.1,1,1004.2,-5,57,4,18.86,-0.77,-0.64
2003/2/27,4,17,23,30,39,40,28,7.7,-4.8,1016.9,9.2,22,-20,25.86,-0.7,0.71
2003/3/6,11,15,19,30,36,41,10,6.8,-0.6,1020.5,-1.2,58,30,3.33,0.65,0.76
2003/3/13,5,6,9,10,21,38,20,7.9,-0.7,1022.4,-1.1,50,29,10.33,0.81,-0.59
2003/3/20,14,16,21,26,37,40,3,9.2,-1,1015.1,6.7,24,-24,17.33,-0.52,-0.85
2003/3/27,6,10,18,20,29,39,21,17.5,1.3,998.8,-12.7,61,21,24.33,-0.89,0.45
2003/4/3,6,18,25,26,30,42,24,10.3,0.1,1011.2,3.9,42,-46,1.8,0.37,0.93
2003/4/10,22,30,31,34,38,39,2,13.4,-2,1021.4,15.6,25,-2,8.8,0.95,-0.3
2003/4/17,6,30,33,34,40,43,1,20.5,2.1,1012.2,-7.4,54,1,15.8,-0.22,-0.98
2003/4/24,3,18,23,31,32,37,1,17.8,1.4,1007.2,-4,76,3,22.8,-0.99,0.14
2003/5/1,17,24,26,35,40,41,16,16.3,-1.5,1016.1,16.4,38,-14,0.27,0.06,1
2003/5/8,2,6,11,14,18,19,21,16.9,-7.3,998.9,-4.4,83,17,7.27,1,0.02
2003/5/15,7,13,30,33,35,36,11,17.2,-3.4,1001.5,-11.5,89,32,14.27,0.11,-0.99
2003/5/22,3,13,26,31,32,39,1,19.4,-3.1,1012.2,5,63,16,21.27,-0.98,-0.19
2003/5/29,10,13,20,22,25,42,14,23.5,-0.5,1015.7,2.2,52,1,28.27,-0.27,0.96
2003/6/5,7,9,10,16,23,29,18,24.7,5.4,1002.2,-2.5,45,-29,5.74,0.94,0.34
2003/6/12,10,21,22,28,37,41,12,22.4,0.5,1003.9,-3.8,89,22,12.74,0.42,-0.91
2003/6/19,17,19,29,37,39,40,10,26.7,3,1004.1,-2.3,71,-11,19.74,-0.87,-0.49
2003/6/26,8,9,14,24,32,39,30,21.6,-3.4,1000.1,4.1,74,10,26.74,-0.56,0.83
2003/7/3,2,16,22,27,29,39,38,24.4,-0.5,1006.1,-1.8,63,2,4.21,0.78,0.63
2003/7/10,17,21,22,27,33,41,43,24.6,2.2,1005.6,-5.7,84,12,11.21,0.69,-0.73
2003/7/17,1,16,19,33,38,41,43,24.8,0.5,1009.6,4.4,63,-2,18.21,-0.67,-0.74
2003/7/24,1,4,10,21,23,38,7,25.3,5.1,1003.1,-8.3,70,-14,25.21,-0.8,0.61
2003/7/31,7,17,27,36,37,39,4,27.4,1.1,1001.7,3.9,66,-7,2.68,0.54,0.84
2003/8/7,16,18,20,29,30,38,27,29.9,0.4,1003.6,-3,68,-1,9.68,0.88,-0.47
2003/8/14,3,16,18,20,28,29,9,19.5,-6.3,1009.7,0.2,86,29,16.68,-0.4,-0.92
2003/8/21,8,9,13,20,33,37,19,28.2,1.5,1010.2,-1.8,66,-4,23.68,-0.95,0.32
2003/8/28,10,11,18,20,31,43,27,27.3,2.3,1004.2,-1.1,73,2,1.15,0.24,0.97
2003/9/4,3,8,17,25,28,32,27,28.2,-2.8,1010.8,1.8,40,-26,8.15,0.99,-0.16
2003/9/11,4,8,12,16,31,33,17,30.1,0.3,1009,3.1,64,0,15.15,-0.08,-1
2003/9/18,4,7,8,12,25,26,41,28.5,0.6,1007.1,-4.1,61,-2,22.15,-1,0
2003/9/25,7,9,18,26,27,38,14,18.6,1.9,1011.7,-10.7,87,3,29.15,-0.08,1
2003/10/2,5,6,7,18,22,27,41,25.4,1.5,1004.5,-3.1,33,-17,6.61,0.99,0.16
2003/10/9,6,20,22,29,30,35,39,17.6,0.3,1021,1.1,54,-2,13.61,0.24,-0.97
2003/10/16,5,8,17,19,25,27,21,19.6,1.6,1007.8,2.2,53,-12,20.61,-0.95,-0.32
2003/10/23,1,6,12,35,37,38,30,17.7,0.8,996.5,-7.7,55,-32,27.61,-0.4,0.92
2003/10/30,12,23,30,31,38,42,6,19.9,1.8,1012,5.6,43,-20,5.08,0.88,0.47
2003/11/6,4,10,20,30,31,32,26,19.2,-0.7,1010.8,-7.7,77,12,12.08,0.54,-0.84
2003/11/13,23,26,28,33,38,42,8,13.6,-1.1,1016.9,1.6,66,5,19.08,-0.79,-0.61
2003/11/20,3,22,25,30,33,37,35,11.9,-4.1,1012.1,-5.2,82,34,26.08,-0.67,0.74
2003/11/27,2,3,11,17,24,34,28,10.9,-0.6,1028.4,2.4,61,2,3.55,0.69,0.73
2003/12/4,1,2,13,14,35,38,32,12.5,0.3,1021.5,9.2,32,-28,10.55,0.78,-0.62
2003/12/11,9,11,16,21,25,36,10,6.3,-4.1,1016.1,-7.3,80,43,17.55,-0.56,-0.83
2003/12/18,14,18,20,28,34,38,17,10.1,2.7,1006.1,0.1,34,-33,24.55,-0.87,0.49
2003/12/25,10,14,17,19,29,42,2,13.6,-0.2,1000.4,-7,48,17,2.02,0.42,0.91
2004/1/8,1,6,31,32,36,39,42,5.3,-2.5,1017.7,2.9,28,-16,16.02,-0.26,-0.96
2004/1/15,3,15,17,19,26,36,39,6.4,1.7,1012.6,3.5,21,-1,23.02,-0.98,0.19
2004/1/22,10,12,15,17,30,31,6,5.2,-5,998.7,-2,14,-32,0.49,0.1,0.99
2004/1/29,5,6,17,23,32,33,39,8.7,-1,1009.3,3.6,56,2,7.49,1,-0.02
2004/2/5,10,11,22,23,33,34,27,8.9,0.5,1001.2,-0.8,18,-32,14.49,0.06,-1
2004/2/12,6,10,22,30,31,35,18,10.9,2.1,1014.4,-1.5,32,-28,21.49,-0.99,-0.14
2004/2/19,2,9,16,36,38,42,6,12.9,2.8,1015.3,3,56,40,28.49,-0.22,0.98
2004/2/26,2,3,10,22,28,40,43,14,-1.1,995.4,-9.1,27,-14,5.96,0.95,0.3
2004/3/4,8,19,25,31,34,37,30,7.8,1.4,1002.5,-5.5,24,-32,12.96,0.37,-0.93
2004/3/11,6,18,19,30,36,41,27,19.5,3.5,1003.5,-7.2,54,10,19.96,-0.89,-0.45
2004/3/18,10,22,27,30,36,39,4,6.6,-11.9,1011.9,1.7,82,26,26.96,-0.52,0.85
2004/3/25,3,6,11,13,15,16,23,11.6,4.1,1009.6,-5.8,73,-9,4.43,0.81,0.59
2004/4/1,4,10,11,12,20,36,28,16.3,-1.3,1013.5,7.4,48,23,11.43,0.65,-0.76
2004/4/8,1,2,7,21,29,30,23,12.5,-7.7,1009.4,8.2,47,14,18.43,-0.7,-0.71
2004/4/15,22,23,28,37,40,43,30,17,3,1007.8,0.2,38,-44,25.43,-0.77,0.64
2004/4/22,14,29,31,36,38,40,33,26.7,6.1,994.2,-8.6,29,-24,2.9,0.58,0.82
2004/4/29,5,7,23,31,39,42,19,18.4,1.7,1009.3,11.4,39,-1,9.9,0.86,-0.51
2004/5/6,8,13,14,18,35,41,33,15.1,2,1012.4,3.3,61,-4,16.9,-0.44,-0.9
2004/5/13,7,16,18,33,36,41,4,23.5,2.9,1001.2,-7.9,68,22,23.9,-0.93,0.36
2004/5/20,12,21,22,27,39,40,25,16,-2.3,1002.2,-2.6,83,1,1.37,0.29,0.96
2004/5/27,3,8,18,25,26,39,38,23,0.3,1016.1,1.2,63,0,8.37,0.98,-0.21
2004/6/3,3,32,35,36,39,40,5,23.7,0.5,1014.9,0.8,18,-17,15.37,-0.13,-0.99
2004/6/10,17,23,30,31,39,43,42,25.4,4.8,1009.5,1.8,72,-3,22.37,-1,0.05
2004/6/17,4,7,25,27,34,43,35,24.2,2,1011.6,-1.8,61,15,29.37,-0.03,1
2004/6/24,3,7,19,27,39,41,10,27.5,-1.4,1000.9,0,64,6,6.84,0.99,0.12
2004/7/1,3,4,18,31,40,43,22,25.2,-3,1001.9,3,34,-29,13.84,0.2,-0.98
2004/7/8,4,11,12,21,36,38,37,32,-0.2,1002.8,-1.5,56,-1,20.84,-0.96,-0.27
2004/7/15,5,10,12,22,26,41,19,29,0,1007.8,0.9,65,4,27.84,-0.35,0.94
2004/7/22,4,5,11,16,30,33,14,28.5,-3.3,1005.5,3,49,-3,5.31,0.9,0.43
2004/7/29,9,10,17,22,28,30,19,29.1,0.2,1007.4,0.2,71,5,12.31,0.5,-0.87
2004/8/5,4,5,6,17,20,42,10,28.4,-1.4,1009.9,0.4,70,14,19.31,-0.82,-0.57
2004/8/12,3,14,24,25,33,36,41,29.9,1,1003.4,-1.4,63,14,26.31,-0.63,0.77
2004/8/19,4,7,11,19,25,28,2,30.9,-1,1000.5,-3.6,58,2,3.78,0.72,0.69
2004/8/26,10,13,16,17,24,39,43,27.3,1.6,1004.2,-0.9,65,18,10.78,0.75,-0.66
2004/9/2,9,18,26,28,33,40,10,26.5,-3.4,1006,4.4,64,0,17.78,-0.6,-0.8
2004/9/9,12,18,20,27,35,37,39,26.1,-3.7,1011.7,9.2,64,10,24.78,-0.85,0.53
2004/9/16,2,17,20,25,39,42,30,24.7,2.8,1017.5,-2.3,44,-5,2.25,0.46,0.89
2004/9/23,4,7,9,16,18,34,26,24.2,-4,1015.1,6.9,70,2,9.25,0.92,-0.39
2004/9/30,1,3,16,22,41,43,13,25.9,4.9,1006.5,-1.5,44,-42,16.25,-0.31,-0.95
2004/10/7,17,21,23,30,31,34,5,21.6,-1.7,1015.4,6.4,60,21,23.25,-0.97,0.23
2004/10/14,18,24,29,32,35,39,23,17.8,-1.5,1008.4,-0.6,72,-3,0.72,0.15,0.99
2004/10/21,8,27,30,35,40,41,9,20.4,3.6,1006.8,13.1,58,-32,7.72,1,-0.07
2004/10/28,1,6,21,22,37,40,19,14.3,0.6,1025.4,6.2,49,5,14.72,0.01,-1
2004/11/4,10,14,23,26,33,36,24,19.9,-0.8,1014.2,7,40,-3,21.72,-1,-0.09
2004/11/11,1,11,17,32,35,39,20,21.2,1.7,1015.2,-9.7,70,9,28.72,-0.17,0.99
2004/11/18,4,7,18,26,29,43,8,12.2,-4.4,1019.9,0.6,79,33,6.19,0.97,0.25
2004/11/25,4,7,9,11,20,36,32,14.8,-1.7,1022.5,0.8,38,-20,13.19,0.33,-0.94
2004/12/2,1,4,13,18,22,31,30,13.8,1.3,1029.6,6.8,22,-19,20.19,-0.91,-0.41
2004/12/9,9,21,29,33,35,41,27,10,-4.6,1027.2,7.7,57,3,27.19,-0.48,0.88
2004/12/16,8,19,23,27,29,39,28,15.1,2.9,1007.1,-8.9,39,-19,4.66,0.84,0.55
2004/12/23,8,10,18,22,31,36,4,8,-2.8,1009.7,5.6,26,-4,11.66,0.61,-0.79
2004/12/30,27,28,29,34,35,39,33,6.4,4.4,1018.2,15,30,-57,18.66,-0.74,-0.68
2005/1/6,23,25,26,29,33,37,40,4,-2.1,1015.8,-4.3,67,38,25.66,-0.73,0.68
2005/1/13,8,27,30,31,38,42,13,8,3.3,1010.9,4.3,29,6,3.13,0.62,0.79
2005/1/20,4,14,15,22,29,31,20,8.4,-0.7,1006.2,-2.8,26,-38,10.13,0.83,-0.55
2005/1/27,7,9,19,26,30,32,3,8.6,3.1,1007.4,0.5,52,-9,17.13,-0.48,-0.88
2005/2/3,12,17,18,19,30,35,13,6.4,-0.3,1007.1,5.1,29,9,24.13,-0.91,0.41
2005/2/10,9,11,21,31,35,38,13,10.7,-1.1,1007.6,-7.4,27,-37,1.59,0.33,0.94
2005/2/17,8,26,36,40,42,43,21,10.8,7.1,1014.1,5.9,29,-53,8.59,0.97,-0.25
2005/2/24,6,13,17,29,32,36,35,6.3,-9,1009.7,7.1,59,44,15.59,-0.18,-0.98
2005/3/3,5,8,17,26,36,39,34,8.1,-0.1,1019.3,4.3,54,7,22.59,-1,0.09
2005/3/10,8,16,21,24,27,36,20,13.1,2.8,1011.9,-2.1,63,8,0.06,0.01,1
2005/3/17,4,9,18,31,36,42,34,15.9,0.4,1001.2,-16.9,73,51,7.06,1,0.07
2005/3/24,1,4,6,16,18,43,41,13.2,5,994.9,-1.8,46,-39,14.06,0.15,-0.99
2005/3/31,1,5,7,26,39,43,32,15,2.7,1006.5,5.6,29,5,21.06,-0.97,-0.23
2005/4/7,6,18,26,40,41,42,9,20.6,-1.7,1002.1,-5.2,57,25,28.06,-0.31,0.95
2005/4/14,11,17,24,26,27,30,19,15.6,5.1,1013.4,9.1,57,-28,5.53,0.92,0.38
2005/4/21,6,21,23,24,28,39,38,17.7,2.9,999.9,-12.1,55,-26,12.53,0.46,-0.89
2005/4/28,1,8,9,14,34,38,4,23.1,4.1,997.8,-8,49,-8,19.53,-0.85,-0.53
2005/5/5,1,3,11,13,27,37,30,21,0,1004.8,1.2,36,-15,26.53,-0.6,0.8
2005/5/12,5,10,15,20,33,37,30,15.1,0.4,1003.4,-6.7,65,12,4,0.75,0.66
2005/5/19,4,9,18,30,31,40,24,23.4,3.3,1001.9,-1.6,65,4,11,0.72,-0.7
2005/5/26,11,15,26,31,36,39,12,20.9,2.3,1011.3,0.8,47,0,18,-0.64,-0.77
2005/6/2,8,14,27,33,36,40,20,18.3,-5.7,1004.8,0.5,78,27,25,-0.82,0.57
2005/6/9,1,10,13,22,29,32,38,24.8,2.7,1006.8,-6.2,60,3,2.47,0.5,0.86
2005/6/16,5,34,35,38,42,43,8,18.7,-0.7,1005.4,0.7,83,0,9.47,0.9,-0.43
2005/6/23,11,12,30,36,38,39,37,25.1,0.9,1000.1,0.2,66,-6,16.47,-0.36,-0.93
2005/6/30,3,6,18,24,28,36,21,27,2.1,1004.1,-1.4,71,-1,23.47,-0.96,0.28
2005/7/7,16,28,32,34,39,42,38,25.5,2.3,1001.5,3.2,75,5,0.94,0.2,0.98
2005/7/14,8,16,30,32,34,39,13,25.2,0.5,1011.7,1.6,73,12,7.94,0.99,-0.12
2005/7/21,11,32,35,36,39,41,6,27.6,-0.1,1001.7,-1.2,67,15,14.94,-0.04,-1
2005/7/28,1,3,17,23,33,35,18,29,-3.2,1002.2,5.9,50,17,21.94,-1,-0.04
2005/8/4,3,8,9,13,22,42,11,31.4,2.2,1006.9,1.6,63,-7,28.94,-0.13,0.99
2005/8/11,2,12,19,25,29,36,26,30,0.3,1006,3.9,61,-4,6.41,0.98,0.21
